Id,boroughname,confirmedcase,Date,Time
1585,Ahuntsic–Cartierville,802,2020-04-23,00:00:21
1586,Anjou,173,2020-04-23,00:00:21
1587,Baie-D'Urfé,5,2020-04-23,00:00:21
1588,Beaconsfield,17,2020-04-23,00:00:21
1589,Côte-des-Neiges–Notre-Dame-de-Grâce,955,2020-04-23,00:00:21
1590,Côte-Saint-Luc,321,2020-04-23,00:00:21
1591,Dollard-des-Ormeaux,108,2020-04-23,00:00:21
1592,Dorval,61,2020-04-23,00:00:21
1593,Hampstead,33,2020-04-23,00:00:21
1594,Kirkland,26,2020-04-23,00:00:21
1595,Lachine,120,2020-04-23,00:00:21
1596,LaSalle,406,2020-04-23,00:00:21
1597,L'Île-Bizard–Sainte-Geneviève,44,2020-04-23,00:00:21
1598,Mercier–Hochelaga-Maisonneuve,569,2020-04-23,00:00:21
1599,Montréal-Est,12,2020-04-23,00:00:21
1600,Montréal-Nord,785,2020-04-23,00:00:21
1601,Montréal-Ouest,7,2020-04-23,00:00:21
1602,Mont-Royal,76,2020-04-23,00:00:21
1603,Outremont,167,2020-04-23,00:00:21
1604,Pierrefonds–Roxboro,124,2020-04-23,00:00:21
1605,Plateau-Mont-Royal,386,2020-04-23,00:00:21
1606,Pointe-Claire,50,2020-04-23,00:00:21
1607,Rivière-des-Prairies–Pointe-aux-Trembles,577,2020-04-23,00:00:21
1608,Rosemont–La Petite Patrie,489,2020-04-23,00:00:21
1609,Sainte-Anne-de-Bellevue,7,2020-04-23,00:00:21
1610,Saint-Laurent,319,2020-04-23,00:00:21
1611,Saint-Léonard,372,2020-04-23,00:00:21
1612,Senneville,5,2020-04-23,00:00:21
1613,Sud-Ouest,406,2020-04-23,00:00:21
1614,Verdun,462,2020-04-23,00:00:21
1615,Ville-Marie,287,2020-04-23,00:00:21
1616,Villeray–Saint-Michel–Parc-Extension,624,2020-04-23,00:00:21
1617,Westmount,74,2020-04-23,00:00:21
1618,Ahuntsic–Cartierville,802,2020-04-23,03:00:03
1619,Anjou,173,2020-04-23,03:00:03
1620,Baie-D'Urfé,5,2020-04-23,03:00:03
1621,Beaconsfield,17,2020-04-23,03:00:03
1622,Côte-des-Neiges–Notre-Dame-de-Grâce,955,2020-04-23,03:00:03
1623,Côte-Saint-Luc,321,2020-04-23,03:00:03
1624,Dollard-des-Ormeaux,108,2020-04-23,03:00:03
1625,Dorval,61,2020-04-23,03:00:03
1626,Hampstead,33,2020-04-23,03:00:03
1627,Kirkland,26,2020-04-23,03:00:03
1628,Lachine,120,2020-04-23,03:00:03
1629,LaSalle,406,2020-04-23,03:00:03
1630,L'Île-Bizard–Sainte-Geneviève,44,2020-04-23,03:00:03
1631,Mercier–Hochelaga-Maisonneuve,569,2020-04-23,03:00:03
1632,Montréal-Est,12,2020-04-23,03:00:03
1633,Montréal-Nord,785,2020-04-23,03:00:03
1634,Montréal-Ouest,7,2020-04-23,03:00:03
1635,Mont-Royal,76,2020-04-23,03:00:03
1636,Outremont,167,2020-04-23,03:00:03
1637,Pierrefonds–Roxboro,124,2020-04-23,03:00:03
1638,Plateau-Mont-Royal,386,2020-04-23,03:00:03
1639,Pointe-Claire,50,2020-04-23,03:00:03
1640,Rivière-des-Prairies–Pointe-aux-Trembles,577,2020-04-23,03:00:03
1641,Rosemont–La Petite Patrie,489,2020-04-23,03:00:03
1642,Sainte-Anne-de-Bellevue,7,2020-04-23,03:00:03
1643,Saint-Laurent,319,2020-04-23,03:00:03
1644,Saint-Léonard,372,2020-04-23,03:00:03
1645,Senneville,5,2020-04-23,03:00:03
1646,Sud-Ouest,406,2020-04-23,03:00:03
1647,Verdun,462,2020-04-23,03:00:03
1648,Ville-Marie,287,2020-04-23,03:00:03
1649,Villeray–Saint-Michel–Parc-Extension,624,2020-04-23,03:00:03
1650,Westmount,74,2020-04-23,03:00:03
1651,Ahuntsic–Cartierville,802,2020-04-23,06:00:02
1652,Anjou,173,2020-04-23,06:00:02
1653,Baie-D'Urfé,5,2020-04-23,06:00:02
1654,Beaconsfield,17,2020-04-23,06:00:02
1655,Côte-des-Neiges–Notre-Dame-de-Grâce,955,2020-04-23,06:00:02
1656,Côte-Saint-Luc,321,2020-04-23,06:00:02
1657,Dollard-des-Ormeaux,108,2020-04-23,06:00:02
1658,Dorval,61,2020-04-23,06:00:02
1659,Hampstead,33,2020-04-23,06:00:02
1660,Kirkland,26,2020-04-23,06:00:02
1661,Lachine,120,2020-04-23,06:00:02
1662,LaSalle,406,2020-04-23,06:00:02
1663,L'Île-Bizard–Sainte-Geneviève,44,2020-04-23,06:00:02
1664,Mercier–Hochelaga-Maisonneuve,569,2020-04-23,06:00:02
1665,Montréal-Est,12,2020-04-23,06:00:02
1666,Montréal-Nord,785,2020-04-23,06:00:02
1667,Montréal-Ouest,7,2020-04-23,06:00:02
1668,Mont-Royal,76,2020-04-23,06:00:02
1669,Outremont,167,2020-04-23,06:00:02
1670,Pierrefonds–Roxboro,124,2020-04-23,06:00:02
1671,Plateau-Mont-Royal,386,2020-04-23,06:00:02
1672,Pointe-Claire,50,2020-04-23,06:00:02
1673,Rivière-des-Prairies–Pointe-aux-Trembles,577,2020-04-23,06:00:02
1674,Rosemont–La Petite Patrie,489,2020-04-23,06:00:02
1675,Sainte-Anne-de-Bellevue,7,2020-04-23,06:00:02
1676,Saint-Laurent,319,2020-04-23,06:00:02
1677,Saint-Léonard,372,2020-04-23,06:00:02
1678,Senneville,5,2020-04-23,06:00:02
1679,Sud-Ouest,406,2020-04-23,06:00:02
1680,Verdun,462,2020-04-23,06:00:02
1681,Ville-Marie,287,2020-04-23,06:00:02
1682,Villeray–Saint-Michel–Parc-Extension,624,2020-04-23,06:00:02
1683,Westmount,74,2020-04-23,06:00:02
1684,Ahuntsic–Cartierville,802,2020-04-23,09:00:02
1685,Anjou,173,2020-04-23,09:00:02
1686,Baie-D'Urfé,5,2020-04-23,09:00:02
1687,Beaconsfield,17,2020-04-23,09:00:02
1688,Côte-des-Neiges–Notre-Dame-de-Grâce,955,2020-04-23,09:00:02
1689,Côte-Saint-Luc,321,2020-04-23,09:00:02
1690,Dollard-des-Ormeaux,108,2020-04-23,09:00:02
1691,Dorval,61,2020-04-23,09:00:02
1692,Hampstead,33,2020-04-23,09:00:02
1693,Kirkland,26,2020-04-23,09:00:02
1694,Lachine,120,2020-04-23,09:00:02
1695,LaSalle,406,2020-04-23,09:00:02
1696,L'Île-Bizard–Sainte-Geneviève,44,2020-04-23,09:00:02
1697,Mercier–Hochelaga-Maisonneuve,569,2020-04-23,09:00:02
1698,Montréal-Est,12,2020-04-23,09:00:02
1699,Montréal-Nord,785,2020-04-23,09:00:02
1700,Montréal-Ouest,7,2020-04-23,09:00:02
1701,Mont-Royal,76,2020-04-23,09:00:02
1702,Outremont,167,2020-04-23,09:00:02
1703,Pierrefonds–Roxboro,124,2020-04-23,09:00:02
1704,Plateau-Mont-Royal,386,2020-04-23,09:00:02
1705,Pointe-Claire,50,2020-04-23,09:00:02
1706,Rivière-des-Prairies–Pointe-aux-Trembles,577,2020-04-23,09:00:02
1707,Rosemont–La Petite Patrie,489,2020-04-23,09:00:02
1708,Sainte-Anne-de-Bellevue,7,2020-04-23,09:00:02
1709,Saint-Laurent,319,2020-04-23,09:00:02
1710,Saint-Léonard,372,2020-04-23,09:00:02
1711,Senneville,5,2020-04-23,09:00:02
1712,Sud-Ouest,406,2020-04-23,09:00:02
1713,Verdun,462,2020-04-23,09:00:02
1714,Ville-Marie,287,2020-04-23,09:00:02
1715,Villeray–Saint-Michel–Parc-Extension,624,2020-04-23,09:00:02
1716,Westmount,74,2020-04-23,09:00:02
1717,Ahuntsic–Cartierville,802,2020-04-23,12:00:15
1718,Anjou,173,2020-04-23,12:00:15
1719,Baie-D'Urfé,5,2020-04-23,12:00:15
1720,Beaconsfield,17,2020-04-23,12:00:15
1721,Côte-des-Neiges–Notre-Dame-de-Grâce,955,2020-04-23,12:00:15
1722,Côte-Saint-Luc,321,2020-04-23,12:00:15
1723,Dollard-des-Ormeaux,108,2020-04-23,12:00:15
1724,Dorval,61,2020-04-23,12:00:15
1725,Hampstead,33,2020-04-23,12:00:15
1726,Kirkland,26,2020-04-23,12:00:15
1727,Lachine,120,2020-04-23,12:00:15
1728,LaSalle,406,2020-04-23,12:00:15
1729,L'Île-Bizard–Sainte-Geneviève,44,2020-04-23,12:00:15
1730,Mercier–Hochelaga-Maisonneuve,569,2020-04-23,12:00:15
1731,Montréal-Est,12,2020-04-23,12:00:15
1732,Montréal-Nord,785,2020-04-23,12:00:15
1733,Montréal-Ouest,7,2020-04-23,12:00:15
1734,Mont-Royal,76,2020-04-23,12:00:15
1735,Outremont,167,2020-04-23,12:00:15
1736,Pierrefonds–Roxboro,124,2020-04-23,12:00:15
1737,Plateau-Mont-Royal,386,2020-04-23,12:00:15
1738,Pointe-Claire,50,2020-04-23,12:00:15
1739,Rivière-des-Prairies–Pointe-aux-Trembles,577,2020-04-23,12:00:15
1740,Rosemont–La Petite Patrie,489,2020-04-23,12:00:15
1741,Sainte-Anne-de-Bellevue,7,2020-04-23,12:00:15
1742,Saint-Laurent,319,2020-04-23,12:00:15
1743,Saint-Léonard,372,2020-04-23,12:00:15
1744,Senneville,5,2020-04-23,12:00:15
1745,Sud-Ouest,406,2020-04-23,12:00:15
1746,Verdun,462,2020-04-23,12:00:15
1747,Ville-Marie,287,2020-04-23,12:00:15
1748,Villeray–Saint-Michel–Parc-Extension,624,2020-04-23,12:00:15
1749,Westmount,74,2020-04-23,12:00:15
1750,Ahuntsic–Cartierville,835,2020-04-23,18:00:10
1751,Anjou,188,2020-04-23,18:00:10
1752,Baie-D'Urfé,5,2020-04-23,18:00:10
1753,Beaconsfield,17,2020-04-23,18:00:10
1754,Côte-des-Neiges–Notre-Dame-de-Grâce,987,2020-04-23,18:00:10
1755,Côte-Saint-Luc,325,2020-04-23,18:00:10
1756,Dollard-des-Ormeaux,109,2020-04-23,18:00:10
1757,Dorval,62,2020-04-23,18:00:10
1758,Hampstead,33,2020-04-23,18:00:10
1759,Kirkland,26,2020-04-23,18:00:10
1760,Lachine,126,2020-04-23,18:00:10
1761,LaSalle,425,2020-04-23,18:00:10
1762,L'Île-Bizard–Sainte-Geneviève,45,2020-04-23,18:00:10
1763,Mercier–Hochelaga-Maisonneuve,618,2020-04-23,18:00:10
1764,Montréal-Est,13,2020-04-23,18:00:10
1765,Montréal-Nord,839,2020-04-23,18:00:10
1766,Montréal-Ouest,7,2020-04-23,18:00:10
1767,Mont-Royal,87,2020-04-23,18:00:10
1768,Outremont,170,2020-04-23,18:00:10
1769,Pierrefonds–Roxboro,127,2020-04-23,18:00:10
1770,Plateau-Mont-Royal,401,2020-04-23,18:00:10
1771,Pointe-Claire,52,2020-04-23,18:00:10
1772,Rivière-des-Prairies–Pointe-aux-Trembles,647,2020-04-23,18:00:10
1773,Rosemont–La Petite Patrie,527,2020-04-23,18:00:10
1774,Sainte-Anne-de-Bellevue,7,2020-04-23,18:00:10
1775,Saint-Laurent,340,2020-04-23,18:00:10
1776,Saint-Léonard,394,2020-04-23,18:00:10
1777,Senneville,5,2020-04-23,18:00:10
1778,Sud-Ouest,427,2020-04-23,18:00:10
1779,Verdun,505,2020-04-23,18:00:10
1780,Ville-Marie,302,2020-04-23,18:00:10
1781,Villeray–Saint-Michel–Parc-Extension,660,2020-04-23,18:00:10
1782,Westmount,77,2020-04-23,18:00:10
1783,Ahuntsic–Cartierville,835,2020-04-23,21:00:11
1784,Anjou,188,2020-04-23,21:00:11
1785,Baie-D'Urfé,5,2020-04-23,21:00:11
1786,Beaconsfield,17,2020-04-23,21:00:11
1787,Côte-des-Neiges–Notre-Dame-de-Grâce,987,2020-04-23,21:00:11
1788,Côte-Saint-Luc,325,2020-04-23,21:00:11
1789,Dollard-des-Ormeaux,109,2020-04-23,21:00:11
1790,Dorval,62,2020-04-23,21:00:11
1791,Hampstead,33,2020-04-23,21:00:11
1792,Kirkland,26,2020-04-23,21:00:11
1793,Lachine,126,2020-04-23,21:00:11
1794,LaSalle,425,2020-04-23,21:00:11
1795,L'Île-Bizard–Sainte-Geneviève,45,2020-04-23,21:00:11
1796,Mercier–Hochelaga-Maisonneuve,618,2020-04-23,21:00:11
1797,Montréal-Est,13,2020-04-23,21:00:11
1798,Montréal-Nord,839,2020-04-23,21:00:11
1799,Montréal-Ouest,7,2020-04-23,21:00:11
1800,Mont-Royal,87,2020-04-23,21:00:11
1801,Outremont,170,2020-04-23,21:00:11
1802,Pierrefonds–Roxboro,127,2020-04-23,21:00:11
1803,Plateau-Mont-Royal,401,2020-04-23,21:00:11
1804,Pointe-Claire,52,2020-04-23,21:00:11
1805,Rivière-des-Prairies–Pointe-aux-Trembles,647,2020-04-23,21:00:11
1806,Rosemont–La Petite Patrie,527,2020-04-23,21:00:11
1807,Sainte-Anne-de-Bellevue,7,2020-04-23,21:00:11
1808,Saint-Laurent,340,2020-04-23,21:00:11
1809,Saint-Léonard,394,2020-04-23,21:00:11
1810,Senneville,5,2020-04-23,21:00:11
1811,Sud-Ouest,427,2020-04-23,21:00:11
1812,Verdun,505,2020-04-23,21:00:11
1813,Ville-Marie,302,2020-04-23,21:00:11
1814,Villeray–Saint-Michel–Parc-Extension,660,2020-04-23,21:00:11
1815,Westmount,77,2020-04-23,21:00:11
1816,Ahuntsic–Cartierville,835,2020-04-24,00:00:00
1817,Anjou,188,2020-04-24,00:00:00
1818,Baie-D'Urfé,5,2020-04-24,00:00:00
1819,Beaconsfield,17,2020-04-24,00:00:00
1820,Côte-des-Neiges–Notre-Dame-de-Grâce,987,2020-04-24,00:00:00
1821,Côte-Saint-Luc,325,2020-04-24,00:00:00
1822,Dollard-des-Ormeaux,109,2020-04-24,00:00:00
1823,Dorval,62,2020-04-24,00:00:00
1824,Hampstead,33,2020-04-24,00:00:00
1825,Kirkland,26,2020-04-24,00:00:00
1826,Lachine,126,2020-04-24,00:00:00
1827,LaSalle,425,2020-04-24,00:00:00
1828,L'Île-Bizard–Sainte-Geneviève,45,2020-04-24,00:00:00
1829,Mercier–Hochelaga-Maisonneuve,618,2020-04-24,00:00:00
1830,Montréal-Est,13,2020-04-24,00:00:00
1831,Montréal-Nord,839,2020-04-24,00:00:00
1832,Montréal-Ouest,7,2020-04-24,00:00:00
1833,Mont-Royal,87,2020-04-24,00:00:00
1834,Outremont,170,2020-04-24,00:00:00
1835,Pierrefonds–Roxboro,127,2020-04-24,00:00:00
1836,Plateau-Mont-Royal,401,2020-04-24,00:00:00
1837,Pointe-Claire,52,2020-04-24,00:00:00
1838,Rivière-des-Prairies–Pointe-aux-Trembles,647,2020-04-24,00:00:00
1839,Rosemont–La Petite Patrie,527,2020-04-24,00:00:00
1840,Sainte-Anne-de-Bellevue,7,2020-04-24,00:00:00
1841,Saint-Laurent,340,2020-04-24,00:00:00
1842,Saint-Léonard,394,2020-04-24,00:00:00
1843,Senneville,5,2020-04-24,00:00:00
1844,Sud-Ouest,427,2020-04-24,00:00:00
1845,Verdun,505,2020-04-24,00:00:00
1846,Ville-Marie,302,2020-04-24,00:00:00
1847,Villeray–Saint-Michel–Parc-Extension,660,2020-04-24,00:00:00
1848,Westmount,77,2020-04-24,00:00:00
1849,Ahuntsic–Cartierville,835,2020-04-24,03:00:12
1850,Anjou,188,2020-04-24,03:00:12
1851,Baie-D'Urfé,5,2020-04-24,03:00:12
1852,Beaconsfield,17,2020-04-24,03:00:12
1853,Côte-des-Neiges–Notre-Dame-de-Grâce,987,2020-04-24,03:00:12
1854,Côte-Saint-Luc,325,2020-04-24,03:00:12
1855,Dollard-des-Ormeaux,109,2020-04-24,03:00:12
1856,Dorval,62,2020-04-24,03:00:12
1857,Hampstead,33,2020-04-24,03:00:12
1858,Kirkland,26,2020-04-24,03:00:12
1859,Lachine,126,2020-04-24,03:00:12
1860,LaSalle,425,2020-04-24,03:00:12
1861,L'Île-Bizard–Sainte-Geneviève,45,2020-04-24,03:00:12
1862,Mercier–Hochelaga-Maisonneuve,618,2020-04-24,03:00:12
1863,Montréal-Est,13,2020-04-24,03:00:12
1864,Montréal-Nord,839,2020-04-24,03:00:12
1865,Montréal-Ouest,7,2020-04-24,03:00:12
1866,Mont-Royal,87,2020-04-24,03:00:12
1867,Outremont,170,2020-04-24,03:00:12
1868,Pierrefonds–Roxboro,127,2020-04-24,03:00:12
1869,Plateau-Mont-Royal,401,2020-04-24,03:00:12
1870,Pointe-Claire,52,2020-04-24,03:00:12
1871,Rivière-des-Prairies–Pointe-aux-Trembles,647,2020-04-24,03:00:12
1872,Rosemont–La Petite Patrie,527,2020-04-24,03:00:12
1873,Sainte-Anne-de-Bellevue,7,2020-04-24,03:00:12
1874,Saint-Laurent,340,2020-04-24,03:00:12
1875,Saint-Léonard,394,2020-04-24,03:00:12
1876,Senneville,5,2020-04-24,03:00:12
1877,Sud-Ouest,427,2020-04-24,03:00:12
1878,Verdun,505,2020-04-24,03:00:12
1879,Ville-Marie,302,2020-04-24,03:00:12
1880,Villeray–Saint-Michel–Parc-Extension,660,2020-04-24,03:00:12
1881,Westmount,77,2020-04-24,03:00:12
1882,Ahuntsic–Cartierville,879,2020-04-24,15:00:29
1883,Anjou,214,2020-04-24,15:00:29
1884,Baie-D'Urfé,6,2020-04-24,15:00:29
1885,Beaconsfield,20,2020-04-24,15:00:29
1886,Côte-des-Neiges–Notre-Dame-de-Grâce,-1,2020-04-24,15:00:29
1887,Côte-Saint-Luc,328,2020-04-24,15:00:29
1888,Dollard-des-Ormeaux,117,2020-04-24,15:00:29
1889,Dorval,71,2020-04-24,15:00:29
1890,Hampstead,33,2020-04-24,15:00:29
1891,Kirkland,29,2020-04-24,15:00:29
1892,Lachine,129,2020-04-24,15:00:29
1893,LaSalle,428,2020-04-24,15:00:29
1894,L'Île-Bizard–Sainte-Geneviève,52,2020-04-24,15:00:29
1895,Mercier–Hochelaga-Maisonneuve,671,2020-04-24,15:00:29
1896,Montréal-Est,14,2020-04-24,15:00:29
1897,Montréal-Nord,891,2020-04-24,15:00:29
1898,Montréal-Ouest,7,2020-04-24,15:00:29
1899,Mont-Royal,93,2020-04-24,15:00:29
1900,Outremont,170,2020-04-24,15:00:29
1901,Pierrefonds–Roxboro,138,2020-04-24,15:00:29
1902,Plateau-Mont-Royal,416,2020-04-24,15:00:29
1903,Pointe-Claire,59,2020-04-24,15:00:29
1904,Rivière-des-Prairies–Pointe-aux-Trembles,708,2020-04-24,15:00:29
1905,Rosemont–La Petite Patrie,552,2020-04-24,15:00:29
1906,Sainte-Anne-de-Bellevue,7,2020-04-24,15:00:29
1907,Saint-Laurent,354,2020-04-24,15:00:29
1908,Saint-Léonard,418,2020-04-24,15:00:29
1909,Senneville,5,2020-04-24,15:00:29
1910,Sud-Ouest,448,2020-04-24,15:00:29
1911,Verdun,518,2020-04-24,15:00:29
1912,Ville-Marie,321,2020-04-24,15:00:29
1913,Villeray–Saint-Michel–Parc-Extension,701,2020-04-24,15:00:29
1914,Westmount,84,2020-04-24,15:00:29
1915,Ahuntsic–Cartierville,879,2020-04-24,18:00:15
1916,Anjou,214,2020-04-24,18:00:15
1917,Baie-D'Urfé,6,2020-04-24,18:00:15
1918,Beaconsfield,20,2020-04-24,18:00:15
1919,Côte-des-Neiges–Notre-Dame-de-Grâce,-1,2020-04-24,18:00:15
1920,Côte-Saint-Luc,328,2020-04-24,18:00:15
1921,Dollard-des-Ormeaux,117,2020-04-24,18:00:15
1922,Dorval,71,2020-04-24,18:00:15
1923,Hampstead,33,2020-04-24,18:00:15
1924,Kirkland,29,2020-04-24,18:00:15
1925,Lachine,129,2020-04-24,18:00:15
1926,LaSalle,428,2020-04-24,18:00:15
1927,L'Île-Bizard–Sainte-Geneviève,52,2020-04-24,18:00:15
1928,Mercier–Hochelaga-Maisonneuve,671,2020-04-24,18:00:15
1929,Montréal-Est,14,2020-04-24,18:00:15
1930,Montréal-Nord,891,2020-04-24,18:00:15
1931,Montréal-Ouest,7,2020-04-24,18:00:15
1932,Mont-Royal,93,2020-04-24,18:00:15
1933,Outremont,170,2020-04-24,18:00:15
1934,Pierrefonds–Roxboro,138,2020-04-24,18:00:15
1935,Plateau-Mont-Royal,416,2020-04-24,18:00:15
1936,Pointe-Claire,59,2020-04-24,18:00:15
1937,Rivière-des-Prairies–Pointe-aux-Trembles,708,2020-04-24,18:00:15
1938,Rosemont–La Petite Patrie,552,2020-04-24,18:00:15
1939,Sainte-Anne-de-Bellevue,7,2020-04-24,18:00:15
1940,Saint-Laurent,354,2020-04-24,18:00:15
1941,Saint-Léonard,418,2020-04-24,18:00:15
1942,Senneville,5,2020-04-24,18:00:15
1943,Sud-Ouest,448,2020-04-24,18:00:15
1944,Verdun,518,2020-04-24,18:00:15
1945,Ville-Marie,321,2020-04-24,18:00:15
1946,Villeray–Saint-Michel–Parc-Extension,701,2020-04-24,18:00:15
1947,Westmount,84,2020-04-24,18:00:15
1948,Ahuntsic–Cartierville,879,2020-04-25,00:00:01
1949,Anjou,214,2020-04-25,00:00:01
1950,Baie-D'Urfé,6,2020-04-25,00:00:01
1951,Beaconsfield,20,2020-04-25,00:00:01
1952,Côte-des-Neiges–Notre-Dame-de-Grâce,-1,2020-04-25,00:00:01
1953,Côte-Saint-Luc,328,2020-04-25,00:00:01
1954,Dollard-des-Ormeaux,117,2020-04-25,00:00:01
1955,Dorval,71,2020-04-25,00:00:01
1956,Hampstead,33,2020-04-25,00:00:01
1957,Kirkland,29,2020-04-25,00:00:01
1958,Lachine,129,2020-04-25,00:00:01
1959,LaSalle,428,2020-04-25,00:00:01
1960,L'Île-Bizard–Sainte-Geneviève,52,2020-04-25,00:00:01
1961,Mercier–Hochelaga-Maisonneuve,671,2020-04-25,00:00:01
1962,Montréal-Est,14,2020-04-25,00:00:01
1963,Montréal-Nord,891,2020-04-25,00:00:01
1964,Montréal-Ouest,7,2020-04-25,00:00:01
1965,Mont-Royal,93,2020-04-25,00:00:01
1966,Outremont,170,2020-04-25,00:00:01
1967,Pierrefonds–Roxboro,138,2020-04-25,00:00:01
1968,Plateau-Mont-Royal,416,2020-04-25,00:00:01
1969,Pointe-Claire,59,2020-04-25,00:00:01
1970,Rivière-des-Prairies–Pointe-aux-Trembles,708,2020-04-25,00:00:01
1971,Rosemont–La Petite Patrie,552,2020-04-25,00:00:01
1972,Sainte-Anne-de-Bellevue,7,2020-04-25,00:00:01
1973,Saint-Laurent,354,2020-04-25,00:00:01
1974,Saint-Léonard,418,2020-04-25,00:00:01
1975,Senneville,5,2020-04-25,00:00:01
1976,Sud-Ouest,448,2020-04-25,00:00:01
1977,Verdun,518,2020-04-25,00:00:01
1978,Ville-Marie,321,2020-04-25,00:00:01
1979,Villeray–Saint-Michel–Parc-Extension,701,2020-04-25,00:00:01
1980,Westmount,84,2020-04-25,00:00:01
1981,Ahuntsic–Cartierville,879,2020-04-25,03:00:12
1982,Anjou,214,2020-04-25,03:00:12
1983,Baie-D'Urfé,6,2020-04-25,03:00:12
1984,Beaconsfield,20,2020-04-25,03:00:12
1985,Côte-des-Neiges–Notre-Dame-de-Grâce,-1,2020-04-25,03:00:12
1986,Côte-Saint-Luc,328,2020-04-25,03:00:12
1987,Dollard-des-Ormeaux,117,2020-04-25,03:00:12
1988,Dorval,71,2020-04-25,03:00:12
1989,Hampstead,33,2020-04-25,03:00:12
1990,Kirkland,29,2020-04-25,03:00:12
1991,Lachine,129,2020-04-25,03:00:12
1992,LaSalle,428,2020-04-25,03:00:12
1993,L'Île-Bizard–Sainte-Geneviève,52,2020-04-25,03:00:12
1994,Mercier–Hochelaga-Maisonneuve,671,2020-04-25,03:00:12
1995,Montréal-Est,14,2020-04-25,03:00:12
1996,Montréal-Nord,891,2020-04-25,03:00:12
1997,Montréal-Ouest,7,2020-04-25,03:00:12
1998,Mont-Royal,93,2020-04-25,03:00:12
1999,Outremont,170,2020-04-25,03:00:12
2000,Pierrefonds–Roxboro,138,2020-04-25,03:00:12
2001,Plateau-Mont-Royal,416,2020-04-25,03:00:12
2002,Pointe-Claire,59,2020-04-25,03:00:12
2003,Rivière-des-Prairies–Pointe-aux-Trembles,708,2020-04-25,03:00:12
2004,Rosemont–La Petite Patrie,552,2020-04-25,03:00:12
2005,Sainte-Anne-de-Bellevue,7,2020-04-25,03:00:12
2006,Saint-Laurent,354,2020-04-25,03:00:12
2007,Saint-Léonard,418,2020-04-25,03:00:12
2008,Senneville,5,2020-04-25,03:00:12
2009,Sud-Ouest,448,2020-04-25,03:00:12
2010,Verdun,518,2020-04-25,03:00:12
2011,Ville-Marie,321,2020-04-25,03:00:12
2012,Villeray–Saint-Michel–Parc-Extension,701,2020-04-25,03:00:12
2013,Westmount,84,2020-04-25,03:00:12
2014,Ahuntsic–Cartierville,879,2020-04-25,06:00:08
2015,Anjou,214,2020-04-25,06:00:08
2016,Baie-D'Urfé,6,2020-04-25,06:00:08
2017,Beaconsfield,20,2020-04-25,06:00:08
2018,Côte-des-Neiges–Notre-Dame-de-Grâce,-1,2020-04-25,06:00:08
2019,Côte-Saint-Luc,328,2020-04-25,06:00:08
2020,Dollard-des-Ormeaux,117,2020-04-25,06:00:08
2021,Dorval,71,2020-04-25,06:00:08
2022,Hampstead,33,2020-04-25,06:00:08
2023,Kirkland,29,2020-04-25,06:00:08
2024,Lachine,129,2020-04-25,06:00:08
2025,LaSalle,428,2020-04-25,06:00:08
2026,L'Île-Bizard–Sainte-Geneviève,52,2020-04-25,06:00:08
2027,Mercier–Hochelaga-Maisonneuve,671,2020-04-25,06:00:08
2028,Montréal-Est,14,2020-04-25,06:00:08
2029,Montréal-Nord,891,2020-04-25,06:00:08
2030,Montréal-Ouest,7,2020-04-25,06:00:08
2031,Mont-Royal,93,2020-04-25,06:00:08
2032,Outremont,170,2020-04-25,06:00:08
2033,Pierrefonds–Roxboro,138,2020-04-25,06:00:08
2034,Plateau-Mont-Royal,416,2020-04-25,06:00:08
2035,Pointe-Claire,59,2020-04-25,06:00:08
2036,Rivière-des-Prairies–Pointe-aux-Trembles,708,2020-04-25,06:00:08
2037,Rosemont–La Petite Patrie,552,2020-04-25,06:00:08
2038,Sainte-Anne-de-Bellevue,7,2020-04-25,06:00:08
2039,Saint-Laurent,354,2020-04-25,06:00:08
2040,Saint-Léonard,418,2020-04-25,06:00:08
2041,Senneville,5,2020-04-25,06:00:08
2042,Sud-Ouest,448,2020-04-25,06:00:08
2043,Verdun,518,2020-04-25,06:00:08
2044,Ville-Marie,321,2020-04-25,06:00:08
2045,Villeray–Saint-Michel–Parc-Extension,701,2020-04-25,06:00:08
2046,Westmount,84,2020-04-25,06:00:08
2047,Ahuntsic–Cartierville,879,2020-04-25,15:00:08
2048,Anjou,214,2020-04-25,15:00:08
2049,Baie-D'Urfé,6,2020-04-25,15:00:08
2050,Beaconsfield,20,2020-04-25,15:00:08
2051,Côte-des-Neiges–Notre-Dame-de-Grâce,-1,2020-04-25,15:00:08
2052,Côte-Saint-Luc,328,2020-04-25,15:00:08
2053,Dollard-des-Ormeaux,117,2020-04-25,15:00:08
2054,Dorval,71,2020-04-25,15:00:08
2055,Hampstead,33,2020-04-25,15:00:08
2056,Kirkland,29,2020-04-25,15:00:08
2057,Lachine,129,2020-04-25,15:00:08
2058,LaSalle,428,2020-04-25,15:00:08
2059,L'Île-Bizard–Sainte-Geneviève,52,2020-04-25,15:00:08
2060,Mercier–Hochelaga-Maisonneuve,671,2020-04-25,15:00:08
2061,Montréal-Est,14,2020-04-25,15:00:08
2062,Montréal-Nord,891,2020-04-25,15:00:08
2063,Montréal-Ouest,7,2020-04-25,15:00:08
2064,Mont-Royal,93,2020-04-25,15:00:08
2065,Outremont,170,2020-04-25,15:00:08
2066,Pierrefonds–Roxboro,138,2020-04-25,15:00:08
